actor,script,start_time,end_time,duration
준우,응? [한서의 힘겨운 신음],00:02:47,00:02:47,00:02:47
설명,[준우의 힘주는 신음],00:02:48,00:02:48,00:02:48
준우,"[힘겨운 목소리로] 형님, 형님",00:02:50,00:02:50,00:02:50
준우,너는 그냥 내 마리오네트야,00:02:52,00:02:52,00:02:52
설명,[힘겨운 신음],00:02:54,00:02:54,00:02:54
준우,그러니까 생각이라는 걸 가지면 안 돼,00:02:55,00:02:55,00:02:55
준우,갓 잇?,00:03:01,00:03:01,00:03:01
준우,"아, 알겠습니다, 알겠습니다 알겠습니다, 알겠습니다, 예",00:03:02,00:03:02,00:03:02
설명,[준우의 힘주는 신음],00:03:07,00:03:07,00:03:07
설명,[한서가 쿨럭거린다] [어두운 음악],00:03:10,00:03:10,00:03:10
설명,[한서의 가쁜 숨소리],00:03:15,00:03:15,00:03:15
준우,오늘 화재는 방화가 아니라,00:03:17,00:03:17,00:03:17
준우,전기 과열 화재로 알려질 거야,00:03:19,00:03:19,00:03:19
준우,그래도 주가는 타격받을 테니까,00:03:21,00:03:21,00:03:21
준우,내일 당장 비상 중역 회의 소집해서 대책 만들어,00:03:23,00:03:23,00:03:23
설명,[거친 숨소리],00:03:26,00:03:26,00:03:26
준우,"아, 그리고 우상에는",00:03:28,00:03:28,00:03:28
준우,아까 내가 말한 지시 내용 잘 전하고,00:03:29,00:03:29,00:03:29
준우,오케이?,00:03:32,00:03:32,00:03:32
준우,"네, 알겠습니다, 알겠습니다, 형님",00:03:34,00:03:34,00:03:34
준우,"동생, 이제 가라",00:03:36,00:03:36,00:03:36
설명,[거친 숨소리],00:03:38,00:03:38,00:03:38
설명,[한서가 코를 훌쩍인다],00:03:45,00:03:45,00:03:45
설명,[거친 숨소리],00:03:47,00:03:47,00:03:47
설명,[엘리베이터 도착음] [의미심장한 음악],00:03:50,00:03:50,00:03:50
설명,[헛웃음],00:04:04,00:04:04,00:04:04
준우,그래도 마리오네트라 다행이네,00:04:10,00:04:10,00:04:10
준우,줄만 확 끊으면 되니까,00:04:14,00:04:14,00:04:14
차영,짠!,00:04:24,00:04:24,00:04:24
설명,[차영의 개운한 신음],00:04:28,00:04:28,00:04:28
차영,본격적으로 시작하는 건 좋은데,00:04:32,00:04:32,00:04:32
차영,오늘처럼 불꽃 축제 했다가는 금방 꼬리 잡힐 거예요,00:04:34,00:04:34,00:04:34
차영,그래서 이젠 종목을 바꿔야죠,00:04:37,00:04:37,00:04:37
차영,우리의 주 종목인 법 그리고 재판으로요,00:04:39,00:04:39,00:04:39
차영,그건 저쪽이 더 자신 있어 하는 종목이에요,00:04:42,00:04:42,00:04:42
차영,적들이 가장 자신 있어 하는 걸 꺾어야,00:04:45,00:04:45,00:04:45
차영,승리의 쾌감이 더하죠,00:04:47,00:04:47,00:04:47
차영,근데 변호사님,00:04:53,00:04:53,00:04:53
차영,한국에서 변호사 일 못 하잖아요,00:04:54,00:04:54,00:04:54
차영,나에겐 변호사님이 있잖아요,00:04:56,00:04:56,00:04:56
설명,[헛웃음],00:04:57,00:04:57,00:04:57
차영,"내가 바람막이, 총알받이 다 해라?",00:04:59,00:04:59,00:04:59
차영,나만 죽어라?,00:05:01,00:05:01,00:05:01
차영,바람과 총알은 내가 먼저 날릴 거예요,00:05:04,00:05:04,00:05:04
차영,일단 다음 목표부터,00:05:06,00:05:06,00:05:06
설명,[차영이 숨을 들이켠다],00:05:08,00:05:08,00:05:08
차영,변호사님의 다음 목표 내가 맞혀 볼까요?,00:05:15,00:05:15,00:05:15
차영,언제부터 내 생각을 읽어 왔습니까?,00:05:25,00:05:25,00:05:25
차영,"읽긴 뭘 읽어요 내가 궁예도 아니고, 쯧",00:05:27,00:05:27,00:05:27
차영,대한민국 변호사 중에 바벨의 치부를 제일 잘 아는 게 나예요,00:05:31,00:05:31,00:05:31
차영,바로 나,00:05:34,00:05:34,00:05:34
설명,[헛기침],00:05:36,00:05:36,00:05:36
차영,"일단, 뭐",00:05:37,00:05:37,00:05:37
차영,얼마나 잘 아는지 한번 들어나 보죠,00:05:40,00:05:40,00:05:40
설명,[흥미로운 음악] [차영의 기합],00:05:43,00:05:43,00:05:43
차영,가장 핫한 떡밥을 보유한 바벨의 계열사,00:05:46,00:05:46,00:05:46
차영,주가 장난을 제일 많이 치는 계열사,00:05:49,00:05:49,00:05:49
차영,그리고 도덕성에 타격을 가장 치명적으로 줄 수 있는 계열사,00:05:51,00:05:51,00:05:51
차영,그래서 답은?,00:05:57,00:05:57,00:05:57
차영,탕! [강렬한 음악],00:06:00,00:06:00,00:06:00
설명,[목탁 소리 효과음],00:06:27,00:06:27,00:06:27
우영,야,00:06:31,00:06:31,00:06:31
채신,응?,00:06:31,00:06:31,00:06:31
우영,솔직하게 너 108배 다 안 하지?,00:06:33,00:06:33,00:06:33
설명,[우영의 웃음],00:06:37,00:06:37,00:06:37
우영,중간에 몇 개씩 빼먹지?,00:06:38,00:06:38,00:06:38
우영,"빼긴 뭘 빼, 인마 [우영의 웃음]",00:06:39,00:06:39,00:06:39
채신,이거는 구도승을 뭘로 보고 진짜,00:06:41,00:06:41,00:06:41
채신,"야, 뒤에서 막 줄줄이 소시지 이런 거 먹는 거 아니야? 어?",00:06:43,00:06:43,00:06:43
우영,"[한숨] 대패 삼겹살, 파절임, 이런 거",00:06:46,00:06:46,00:06:46
우영,"입 다물어, 이 새끼… [우영의 웃음]",00:06:48,00:06:48,00:06:48
설명,[목탁 소리 효과음],00:06:49,00:06:49,00:06:49
우영,이 중생아,00:06:51,00:06:51,00:06:51
우영,"아이고, 관세음보살",00:06:53,00:06:53,00:06:53
우영,"야, 다음에 좀 나가서 먹으면 안 되냐?",00:06:54,00:06:54,00:06:54
우영,"아니, 한 달에 한 번 오는데 맨날 그냥 절밥이야, 쯧",00:06:56,00:06:56,00:06:56
우영,"야, 야, 야, 코피, 코피",00:07:00,00:07:00,00:07:00
우영,아이씨,00:07:00,00:07:00,00:07:00
우영,코… [우영의 한숨],00:07:02,00:07:02,00:07:02
우영,"야, 너 몸은 괜찮은 거야?",00:07:04,00:07:04,00:07:04
설명,[한숨],00:07:06,00:07:06,00:07:06
우영,"아니, 곰 같은 놈이 이거 살도 빠지고 코피도 흘리고",00:07:08,00:07:08,00:07:08
우영,"야, 괜찮아",00:07:11,00:07:11,00:07:11
우영,"와, 진짜",00:07:13,00:07:13,00:07:13
우영,"하, 15년 전만 해도",00:07:16,00:07:16,00:07:16
우영,"우리 진짜 둑방 위를 그냥 날아다녔는데, 그렇지?",00:07:17,00:07:17,00:07:17
우영,그렇지,00:07:19,00:07:19,00:07:19
설명,[숨을 들이켠다],00:07:21,00:07:21,00:07:21
우영,근데 그땐 너 나한테 한주먹거리도 안 됐었는데,00:07:22,00:07:22,00:07:22
설명,[웃음] [흥미로운 음악],00:07:24,00:07:24,00:07:24
우영,많이 컸다,00:07:25,00:07:25,00:07:25
우영,"아, 새끼",00:07:25,00:07:25,00:07:25
우영,"제발 좀 웃기지 좀 마, 이 새끼야 [채신의 웃음]",00:07:27,00:07:27,00:07:27
우영,"네가 언제 내 눈이나 똑바로 쳐다본 적이나 있냐? 이 새끼야, 어?",00:07:29,00:07:29,00:07:29
우영,"하, 근데 이놈의 중생, 진짜 오늘 내가 한번, 진짜",00:07:31,00:07:31,00:07:31
채신,"[우영이 구시렁거린다] 나 옛날, 옛날 성격 나오면…",00:07:34,00:07:34,00:07:34
설명,[적하의 탄성],00:07:36,00:07:36,00:07:36
채신,"욕하지 마, 욕하지 마 욕하지 마, 욕하지 마 [목탁 소리 효과음]",00:07:38,00:07:38,00:07:38
설명,[리드미컬한 음악이 흘러나온다],00:07:40,00:07:40,00:07:40
설명,[숨을 후 내뱉는다],00:07:42,00:07:42,00:07:42
설명,[숨을 후 내뱉는다],00:07:45,00:07:45,00:07:45
설명,[한서의 힘주는 신음],00:07:47,00:07:47,00:07:47
설명,[아파하는 신음],00:07:49,00:07:49,00:07:49
설명,[숨을 후 내뱉는다],00:07:54,00:07:54,00:07:54
설명,[힘겨운 신음],00:07:59,00:07:59,00:07:59
빈센조,[한서의 힘겨운 신음] 아유,00:08:05,00:08:05,00:08:05
설명,[한서의 힘주는 신음],00:08:07,00:08:07,00:08:07
빈센조,"[힘주며] 아유, 이 무거운 걸",00:08:08,00:08:08,00:08:08
설명,[한서의 힘겨운 신음] [빈센조가 숨을 후 내뱉는다],00:08:09,00:08:09,00:08:09
설명,[한서의 거친 숨소리],00:08:10,00:08:10,00:08:10
빈센조,"아유, 조심하셔야지 [한서의 한숨]",00:08:13,00:08:13,00:08:13
빈센조,어? 혹시,00:08:16,00:08:16,00:08:16
빈센조,장한서 회장님?,00:08:18,00:08:18,00:08:18
빈센조,"아, 예 [빈센조의 탄성]",00:08:20,00:08:20,00:08:20
빈센조,"와, 대박, 제가, 제가 할게요",00:08:22,00:08:22,00:08:22
빈센조,"와, 대박이다",00:08:24,00:08:24,00:08:24
빈센조,대박 [원반을 탁 내려놓는다],00:08:25,00:08:25,00:08:25
설명,[한서의 멋쩍은 신음],00:08:26,00:08:26,00:08:26
빈센조,"아, 저 회장님의 열혈 팬입니다",00:08:27,00:08:27,00:08:27
설명,[멋쩍은 신음] [빈센조가 살짝 웃는다],00:08:29,00:08:29,00:08:29
빈센조,"아, 저 악수 한 번만",00:08:30,00:08:30,00:08:30
한서,네,00:08:30,00:08:30,00:08:30
설명,[빈센조가 살짝 웃는다] [흥미로운 음악],00:08:32,00:08:32,00:08:32
빈센조,"아, 이거, 이거 드세요",00:08:33,00:08:33,00:08:33
한서,고마워요,00:08:36,00:08:36,00:08:36
빈센조,"아, 여기서 운동하시는구나",00:08:37,00:08:37,00:08:37
빈센조,"그, 회장님 예전에 인터뷰에서 말씀하신",00:08:40,00:08:40,00:08:40
빈센조,'바벨에게 불가능은 허상일 뿐이다',00:08:43,00:08:43,00:08:43
빈센조,이 도전적인 기업 이념을 보고 제가 회장님의 팬이 됐거든요,00:08:46,00:08:46,00:08:46
빈센조,"어이구, 죄송합니다",00:08:48,00:08:48,00:08:48
빈센조,[살짝 웃으며] 기업에 혁신이란,00:08:50,00:08:50,00:08:50
한서,숙명 같은 거니까,00:08:52,00:08:52,00:08:52
설명,[빈센조의 탄성],00:08:53,00:08:53,00:08:53
빈센조,'창조적 파괴',00:08:54,00:08:54,00:08:54
빈센조,"'즉, 혁신은 경제 발전의 원동력이다'",00:08:56,00:08:56,00:08:56
빈센조,조지 소로스에게 영향을 받으신 거 맞나요?,00:08:58,00:08:58,00:08:58
한서,예?,00:09:00,00:09:00,00:09:00
한서,"[한숨 쉬며] 소로스, 정말 제가 존경하는 분이죠",00:09:05,00:09:05,00:09:05
빈센조,"아, 역시 [흥미로운 음악]",00:09:08,00:09:08,00:09:08
빈센조,"아, 그, 그, 계열사 투자를 보면",00:09:09,00:09:09,00:09:09
빈센조,상황에 맞춰서 유연하게 대처를 하시던데,00:09:12,00:09:12,00:09:12
빈센조,조지프 슘페터의 영향을 받으신 거죠?,00:09:14,00:09:14,00:09:14
빈센조,"맞아요, 조지 슘페…",00:09:16,00:09:16,00:09:16
한서,"맞아요, 어, 정말 제가 많이 참고하고 있죠",00:09:18,00:09:18,00:09:18
한서,뭘 좀 아시네,00:09:20,00:09:20,00:09:20
빈센조,"아, 진짜 똑똑하시다",00:09:20,00:09:20,00:09:20
빈센조,"아, 참, 어제 그…",00:09:23,00:09:23,00:09:23
빈센조,제가 하겠습니다,00:09:24,00:09:24,00:09:24
빈센조,"그, 어제 바벨제약 화재 뉴스 봤습니다",00:09:25,00:09:25,00:09:25
빈센조,"하, 어떻게 그런 일이 있을 수 있지",00:09:29,00:09:29,00:09:29
빈센조,정말 유감입니다,00:09:30,00:09:30,00:09:30
빈센조,"뭐, 경미한 사고입니다",00:09:32,00:09:32,00:09:32
빈센조,"아, 씁",00:09:35,00:09:35,00:09:35
빈센조,"아, 근데 저기, 그",00:09:36,00:09:36,00:09:36
빈센조,"씁, 아, 이런 말 해도 되는지 모르겠는데 [익살스러운 음악]",00:09:38,00:09:38,00:09:38
빈센조,최근에 뜬 증권가 지라시에는,00:09:40,00:09:40,00:09:40
빈센조,방화라는 설이 있던데요?,00:09:42,00:09:42,00:09:42
한서,"아이, 누가 그런 소리, 그",00:09:45,00:09:45,00:09:45
한서,"지라시 그거, 그런 거 믿지 마요",00:09:46,00:09:46,00:09:46
한서,회장님이 잘 모르시나 본데,00:09:48,00:09:48,00:09:48
한서,지라시가 맞을 때도 종종 있거든요,00:09:50,00:09:50,00:09:50
한서,아니…,00:09:52,00:09:52,00:09:52
빈센조,참고로 저,00:09:52,00:09:52,00:09:52
빈센조,[속삭이며] 바벨제약 주주입니다,00:09:55,00:09:55,00:09:55
빈센조,가!,00:09:56,00:09:56,00:09:56
빈센조,"세요, 좀, 할 말 다 했으면",00:09:59,00:09:59,00:09:59
빈센조,"운동, 운동 좀 하게",00:10:01,00:10:01,00:10:01
빈센조,"아, 예, 너무 방해했죠",00:10:02,00:10:02,00:10:02
빈센조,"그, 저는 그러면 바벨제약 주식 던지러 가겠습니다",00:10:04,00:10:04,00:10:04
빈센조,"아휴, 휴지 조각 됐어, 큰일 났어",00:10:08,00:10:08,00:10:08
빈센조,"야, 저…",00:10:10,00:10:10,00:10:10
빈센조,제 거라서,00:10:12,00:10:12,00:10:12
한서,뭐야?,00:10:14,00:10:14,00:10:14
한서,"아, 뭐야",00:10:15,00:10:15,00:10:15
한서,"아, 이거 지라시는 또 어디서 지랄을 하는 거야, 씨",00:10:17,00:10:17,00:10:17
한서,[이탈리아어] 넌 보스가 아니야,00:10:22,00:10:22,00:10:22
영상 속 앵커,[한국어] 바벨제약 주가,00:10:25,00:10:25,00:10:25
영상 속 앵커,다시 한번 크게 폭락했습니다,00:10:26,00:10:26,00:10:26
영상 속 앵커,지난밤 바벨제약 원료 저장 창고에서 일어난 화재가,00:10:29,00:10:29,00:10:29
영상 속 앵커,방화설이라는 주장이 잇따르며,00:10:32,00:10:32,00:10:32
영상 속 앵커,주가가 전일 대비 29%…,00:10:34,00:10:34,00:10:34
차영,나 없으니까 좋지?,00:10:36,00:10:36,00:10:36
차영,짹짹대는 사람도 없고,00:10:37,00:10:37,00:10:37
차영,선배 나가는 그날부터 그리웠다고요,00:10:39,00:10:39,00:10:39
준우,그 짹짹거리는 소리까지도요 [우아한 음악],00:10:42,00:10:42,00:10:42
설명,[거친 숨소리],00:10:47,00:10:47,00:10:47
차영,빨리 정식 파트너가 돼야 바빠서 그런 소리 안 하지,00:10:48,00:10:48,00:10:48
준우,"아참, 어제 바벨제약 불난 뉴스 봤어요?",00:10:52,00:10:52,00:10:52
준우,"봤지, 웬일이야",00:10:55,00:10:55,00:10:55
준우,신약 원료 다 탔다며?,00:10:59,00:10:59,00:10:59
준우,하긴 벌받은 걸 수도 있겠다,00:11:01,00:11:01,00:11:01
차영,나쁜 짓을 처많이 한 곳이라,00:11:03,00:11:03,00:11:03
차영,"아, 내 생각도 그래요",00:11:05,00:11:05,00:11:05
차영,"그, 사자성어 '인과응보'",00:11:08,00:11:08,00:11:08
준우,맞죠?,00:11:10,00:11:10,00:11:10
준우,"어, 맞아",00:11:11,00:11:11,00:11:11
설명,[차영의 힘겨운 신음],00:11:12,00:11:12,00:11:12
차영,근데 나 근육 꼬인다,00:11:14,00:11:14,00:11:14
차영,"[웃으며] 아, 도가니",00:11:16,00:11:16,00:11:16
차영,"어, 다시 전화할게",00:11:18,00:11:18,00:11:18
차영,"네, 오케이, 선배, 바이",00:11:20,00:11:20,00:11:20
설명,[거친 숨소리],00:11:22,00:11:22,00:11:22
설명,[버튼 조작음],00:11:24,00:11:24,00:11:24
설명,[의미심장한 음악],00:11:25,00:11:25,00:11:25
설명,[준우의 거친 숨소리],00:11:27,00:11:27,00:11:27
차영,진짜 선배가 벌준 거였구나?,00:11:34,00:11:34,00:11:34
설명,[헛웃음],00:11:36,00:11:36,00:11:36
차영,제가 장 회장 스케줄 정보 알려 줬으니까,00:11:46,00:11:46,00:11:46
차영,[분위기 있는 음악이 흘러나온다] 커피는 변호사님이 쏘세요,00:11:49,00:11:49,00:11:49
차영,정보의 질에 딱 맞는 대가네요,00:11:53,00:11:53,00:11:53
차영,근데 장 회장은 왜 보러 간 거예요?,00:11:59,00:11:59,00:11:59
차영,싸우기 전에 상대 보스의 얼굴을 봐야,00:12:01,00:12:01,00:12:01
차영,마음이 편해져서요,00:12:04,00:12:04,00:12:04
차영,힐링 참 독특한 방법으로 하시네요,00:12:06,00:12:06,00:12:06
차영,"어땠어요, 장 회장?",00:12:09,00:12:09,00:12:09
차영,어쩌면 장 회장,00:12:12,00:12:12,00:12:12
차영,진짜 회장이 아닐지도 몰라요,00:12:14,00:12:14,00:12:14
설명,[흥미로운 음악],00:12:15,00:12:15,00:12:15
빈센조,조지프 슘페터와 조지 소로스의 말을,00:12:16,00:12:16,00:12:16
빈센조,바꿔서 해도 [잔을 달그락 내려놓는다],00:12:18,00:12:18,00:12:18
빈센조,알아듣지 못하더라고요,00:12:20,00:12:20,00:12:20
차영,하긴 딱 봐도 관상에 뇌세포가 없어 보이긴 하는데,00:12:22,00:12:22,00:12:22
설명,[차영이 잔을 탁 내려놓는다],00:12:26,00:12:26,00:12:26
차영,만약에 그렇다면 진짜 회장은 누굴까요?,00:12:26,00:12:26,00:12:26
차영,보통 마피아 세계에서 전쟁이 벌어지면,00:12:30,00:12:30,00:12:30
차영,상대에게 자기 배후의 존재를 알려 주는 게 관례예요,00:12:33,00:12:33,00:12:33
빈센조,배후가 누군지 알아야,00:12:36,00:12:36,00:12:36
빈센조,별도의 자리를 마련해서,00:12:38,00:12:38,00:12:38
빈센조,외교적으로 문제를 해결할 수 있거든요,00:12:40,00:12:40,00:12:40
설명,[숨을 들이켠다],00:12:42,00:12:42,00:12:42
빈센조,이런 경우 꼭두각시의 배후를 끌어내는 가장 확실한 방법은,00:12:43,00:12:43,00:12:43
빈센조,꼭두각시를 짓밟아 버리는 거죠,00:12:49,00:12:49,00:12:49
빈센조,마피아에 대해 잘 아네요?,00:12:51,00:12:51,00:12:51
빈센조,내가 말했잖아요 마피아나 여기나 도긴개긴이라고,00:12:54,00:12:54,00:12:54
빈센조,아무튼 장 회장의 진품 여부를 알기 위해서라도,00:12:58,00:12:58,00:12:58
차영,서서히 말라 죽게 만들어야겠어요,00:13:01,00:13:01,00:13:01
차영,뚜껑 열린 물티슈처럼,00:13:03,00:13:03,00:13:03
명희,[의미심장한 음악] 내가 니 말을 들을 것 같나?,00:13:08,00:13:08,00:13:08
빈센조,그건 당신의 자유야,00:13:11,00:13:11,00:13:11
빈센조,하지만 자유에는 항상 책임이 따르지,00:13:14,00:13:14,00:13:14
설명,[노크 소리가 들린다],00:13:18,00:13:18,00:13:18
설명,[문이 달칵 열린다],00:13:19,00:13:19,00:13:19
빈센조,"깨끗해, 아주 깨끗해, 응?",00:13:21,00:13:21,00:13:21
빈센조,그 홍차영이 옆에 있다는 이태리에서 온 변호사 있잖아요,00:13:24,00:13:24,00:13:24
빈센조,빈센조 까사노,00:13:28,00:13:28,00:13:28
빈센조,"뭐, 이름이 빈센조 까사노라고?",00:13:29,00:13:29,00:13:29
승혁,응,00:13:31,00:13:31,00:13:31
승혁,"그, 내가 이태리 변호사 조합 쪽하고 통화해 봤는데",00:13:32,00:13:32,00:13:32
승혁,"응, 퍼펙트 클린인데?",00:13:35,00:13:35,00:13:35
승혁,니 장사 하루 이틀 하나?,00:13:37,00:13:37,00:13:37
승혁,"어, 이게 너무 깨끗하면 이게 이상한 거잖아",00:13:39,00:13:39,00:13:39
승혁,그렇게 말씀하실 것 같아서,00:13:41,00:13:41,00:13:41
승혁,내가 정보원 쪽에도 딱 이렇게 신원 조회 요청해 놨지요,00:13:43,00:13:43,00:13:43
설명,[승혁의 웃음],00:13:47,00:13:47,00:13:47
설명,[숨을 들이켠다],00:13:48,00:13:48,00:13:48
승혁,"아니야, 이게 뭔가",00:13:49,00:13:49,00:13:49
승혁,이게 야리꾸리하다고,00:13:52,00:13:52,00:13:52
승혁,"아니라니까, 응?",00:13:53,00:13:53,00:13:53
승혁,"거, 뭐, 이태리에서 왔으면, 뭐",00:13:56,00:13:56,00:13:56
승혁,"다 뭐, 이태리 마피아라도 되나? 어?",00:13:58,00:13:58,00:13:58
승혁,[명희의 못마땅한 신음] 이태리 피자나 처먹다 왔겠지,00:13:59,00:13:59,00:13:59
승혁,어디 가세요?,00:14:01,00:14:01,00:14:01
승혁,"빈센조 까사노인가, 뭐 그, 상판대기나 한번 보게",00:14:03,00:14:03,00:14:03
승혁,"아이고, 참",00:14:07,00:14:07,00:14:07
승혁,"꼭 대면을 하셔야 또 직성이 풀리시지, 우리 누님 [문이 달칵 열린다]",00:14:08,00:14:08,00:14:08
승혁,[주성이 노래한다] 계십니까?,00:14:14,00:14:14,00:14:14
주성,♪ Qual piuma al vento ♪,00:14:17,00:14:17,00:14:17
주성,♪ Muta d'accento ♪,00:14:19,00:14:19,00:14:19
주성,♪ e di pensiero ♪,00:14:22,00:14:22,00:14:22
주성,홍차영 변호사 있습니까?,00:14:24,00:14:24,00:14:24
주성,"아, 죄송합니다, 지금 안 계십니다",00:14:26,00:14:26,00:14:26
주성,혹시 빈센조 까사노 변호사입니까?,00:14:30,00:14:30,00:14:30
주성,'시',00:14:35,00:14:35,00:14:35
설명,[쓸쓸한 음악],00:14:36,00:14:36,00:14:36
설명,[의미심장한 효과음],00:14:39,00:14:39,00:14:39
설명,[익살스러운 효과음],00:14:47,00:14:47,00:14:47
주성,누구시죠?,00:14:49,00:14:49,00:14:49
주성,"아, 저, 아, 저는 그러니까",00:14:50,00:14:50,00:14:50
주성,"법, 법무 법인 우상의 최명희 변호사라고 합니다",00:14:52,00:14:52,00:14:52
주성,아,00:14:56,00:14:56,00:14:56
주성,"예, 말씀 많이 들었습니다",00:14:58,00:14:58,00:14:58
주성,빈센조 [쓸쓸한 음악],00:15:00,00:15:00,00:15:00
주성,까사노,00:15:02,00:15:02,00:15:02
주성,라고 합니다,00:15:05,00:15:05,00:15:05
명희,"뭐냐, 저 막걸리 찌끄레기 같은 목소리는",00:15:06,00:15:06,00:15:06
명희,난감한 페이스,00:15:09,00:15:09,00:15:09
명희,떡 진 머릿결에 갈 곳을 잃은 저 눈빛,00:15:12,00:15:12,00:15:12
명희,아스팔트빛 피부와,00:15:16,00:15:16,00:15:16
명희,애매하게 돌출된 입,00:15:18,00:15:18,00:15:18
명희,너 빈센조 아니지?,00:15:21,00:15:21,00:15:21
명희,저 맞는데요,00:15:22,00:15:22,00:15:22
명희,[익살스러운 효과음] 엄마! 아!,00:15:24,00:15:24,00:15:24
명희,"확, 이게 어디서 장난질을 그냥, 쯧",00:15:25,00:15:25,00:15:25
명희,갖다 놔,00:15:28,00:15:28,00:15:28
명희,"아니, 누가 봐도 빈센조 까사노인데, 제가",00:15:31,00:15:31,00:15:31
주성,♪ La donna e mobile ♪,00:15:38,00:15:38,00:15:38
명희,주둥이를 [웅장한 음악],00:15:40,00:15:40,00:15:40
명희,"가로, 세로, 대각선으로 [익살스러운 효과음]",00:15:41,00:15:41,00:15:41
명희,"확 찢어 삔다, 이 쌰발라야",00:15:43,00:15:43,00:15:43
설명,[긴장되는 음악],00:15:47,00:15:47,00:15:47
명희,엿도 참말로 창의적으로 먹인다 이 쌰발라,00:15:56,00:15:56,00:15:56
설명,[의미심장한 효과음],00:16:00,00:16:00,00:16:00
설명,[의미심장한 음악],00:16:01,00:16:01,00:16:01
명희,점마가 빈센조네,00:16:15,00:16:15,00:16:15
차영,"아, 진짜",00:16:18,00:16:18,00:16:18
차영,[흥미로운 음악] 빨래방에서 겁줄 때 목소리 그대로 통화했죠?,00:16:22,00:16:22,00:16:22
차영,예,00:16:25,00:16:25,00:16:25
차영,오랜만이네?,00:16:28,00:16:28,00:16:28
차영,갑자기 이 누추한 곳엔 어쩐 일이세요?,00:16:33,00:16:33,00:16:33
차영,오고 가다가 들렀다,00:16:36,00:16:36,00:16:36
명희,이분이,00:16:38,00:16:38,00:16:38
명희,빈센조 변호사?,00:16:40,00:16:40,00:16:40
차영,빈센조 까사노 변호사님이세요,00:16:45,00:16:45,00:16:45
차영,오늘은 편도선염이 심해서 말을 못 하십니다,00:16:46,00:16:46,00:16:46
차영,우상의 최명희입니다,00:16:52,00:16:52,00:16:52
명희,우리 처음 만나는 거 맞죠?,00:16:59,00:16:59,00:16:59
설명,[살짝 웃는다],00:17:09,00:17:09,00:17:09
설명,[헛기침],00:17:11,00:17:11,00:17:11
명희,이제 용건 말씀해 보시죠,00:17:12,00:17:12,00:17:12
명희,"에헤, 쯧",00:17:14,00:17:14,00:17:14
명희,윗사람이 왔으면 그래도,00:17:15,00:17:15,00:17:15
명희,뜨신 차라도 한잔 내주면서 얘기하자 캐야지,00:17:16,00:17:16,00:17:16
설명,[흥미로운 음악],00:17:20,00:17:20,00:17:20
설명,[문이 달칵 열린다],00:17:24,00:17:24,00:17:24
설명,[지퍼 소리 효과음],00:17:26,00:17:26,00:17:26
설명,[문이 탁 닫힌다],00:17:27,00:17:27,00:17:27
명희,"어른 놀리는 것도 아니고 말이야, 어?",00:17:33,00:17:33,00:17:33
명희,되도 않는 게 빈센조 변호사 흉내를 왜 내?,00:17:36,00:17:36,00:17:36
명희,제가 코스프레가 취미여서요,00:17:38,00:17:38,00:17:38
