actor,script,start_time,end_time,duration
에밀리오,하긴 아버지는 항상 네 결정을 믿으셨지,00:12:28,00:12:28,00:12:28
에밀리오,내 결정은 불신하고,00:12:32,00:12:32,00:12:32
에밀리오,넌 항상,00:12:34,00:12:34,00:12:34
에밀리오,신중하지 않게 일 처리를 했으니까,00:12:37,00:12:37,00:12:37
에밀리오,무슨 일이 있어도 여자와 아이는 건드리지 말라는,00:12:40,00:12:40,00:12:40
에밀리오,보스의 명령까지 어겼고,00:12:44,00:12:44,00:12:44
설명,[긴장되는 음악],00:12:47,00:12:47,00:12:47
에밀리오,빈센조,00:12:57,00:12:57,00:12:57
파올로,나의 친구,00:12:59,00:12:59,00:12:59
파올로,나의 형제,00:13:01,00:13:01,00:13:01
파올로,이젠 내가 보스니,00:13:04,00:13:04,00:13:04
파올로,좀 더 충성스러운 태도를 보이면 좋겠는데?,00:13:06,00:13:06,00:13:06
파올로,파올로,00:13:07,00:13:07,00:13:07
파올로,나의 형제,00:13:09,00:13:09,00:13:09
파올로,난 언제나 너에게 충성할 준비가 돼 있어,00:13:11,00:13:11,00:13:11
파올로,네가 자격만 갖춘다면,00:13:19,00:13:19,00:13:19
설명,[빈센조의 한숨],00:13:47,00:13:47,00:13:47
설명,[한숨],00:14:01,00:14:01,00:14:01
설명,[한숨],00:14:04,00:14:04,00:14:04
설명,[의미심장한 음악],00:14:05,00:14:05,00:14:05
설명,[긴장되는 음악],00:14:31,00:14:31,00:14:31
설명,[총성이 연신 울린다],00:14:37,00:14:37,00:14:37
설명,[비장한 음악],00:14:48,00:14:48,00:14:48
설명,[총성이 연신 울린다],00:14:52,00:14:52,00:14:52
설명,[힘겨운 신음],00:15:09,00:15:09,00:15:09
설명,[빈센조의 한숨],00:15:14,00:15:14,00:15:14
파올로,나를 찾나?,00:15:18,00:15:18,00:15:18
설명,[되묻는 신음],00:15:21,00:15:21,00:15:21
설명,[철컥 장전하는 효과음],00:15:26,00:15:26,00:15:26
설명,[총성] [강렬한 음악],00:15:28,00:15:28,00:15:28
설명,[개가 왈왈 짖는다],00:15:51,00:15:51,00:15:51
설명,[차 문이 탁 닫힌다] [휴대전화 벨 소리],00:15:55,00:15:55,00:15:55
빈센조,파티는 즐거웠어?,00:16:00,00:16:00,00:16:00
파올로,빈센조?,00:16:02,00:16:02,00:16:02
설명,[개가 왈왈 짖는다],00:16:03,00:16:03,00:16:03
빈센조,빠얀이 짖는 소리가 들리는 걸 보니,00:16:04,00:16:04,00:16:04
빈센조,현관 쪽으로 가는 모양이네,00:16:07,00:16:07,00:16:07
빈센조,네가 어떻게…,00:16:09,00:16:09,00:16:09
빈센조,아! 미리 사과할게,00:16:12,00:16:12,00:16:12
빈센조,네가 제일 아끼는 차인데,00:16:15,00:16:15,00:16:15
설명,[사람들의 비명],00:16:19,00:16:19,00:16:19
빈센조,널 죽이지 않은 건,00:16:22,00:16:22,00:16:22
빈센조,보스에 대한 마지막 내 존경의 표시야,00:16:27,00:16:27,00:16:27
빈센조,난 이탈리아를 떠나 영원히 돌아오지 않을 거야,00:16:35,00:16:35,00:16:35
빈센조,날 찾지 마,00:16:41,00:16:41,00:16:41
빈센조,만약에 찾으려 한다면,00:16:52,00:16:52,00:16:52
빈센조,다음엔 네가 내리기 전에 차가 폭발할 거야,00:16:58,00:16:58,00:16:58
빈센조,"아, 파올로",00:17:02,00:17:02,00:17:02
빈센조,넌 역시 보스의 자격이 없어,00:17:04,00:17:04,00:17:04
설명,[리드미컬한 음악],00:17:18,00:17:18,00:17:18
빈센조,[한국어] 짠,00:18:31,00:18:31,00:18:31
설명,[차영의 장난스러운 신음] [반짝이는 효과음],00:18:32,00:18:32,00:18:32
차영,이거 먹고 당 충전해요,00:18:33,00:18:33,00:18:33
차영,연남동에서 가장 핫한 곳에서 사 왔어요,00:18:37,00:18:37,00:18:37
선호,"됐습니다, 가 주세요",00:18:41,00:18:41,00:18:41
설명,[못마땅한 숨소리] [익살스러운 음악],00:18:42,00:18:42,00:18:42
차영,힘든 일 하다가,00:18:44,00:18:44,00:18:44
차영,이렇게 맛있는 간식 먹는 것도 행복이잖아요?,00:18:45,00:18:45,00:18:45
차영,나 충분히 행복해요,00:18:48,00:18:48,00:18:48
설명,[차영의 놀라는 신음],00:18:50,00:18:50,00:18:50
설명,[웃음],00:18:52,00:18:52,00:18:52
차영,행복요?,00:18:54,00:18:54,00:18:54
차영,학자금 융자 갚기 힘들어서 제약 회사 피실험자 알바 했죠?,00:18:55,00:18:55,00:18:55
차영,정작 본인은 부작용 피해자가 아닌데도,00:18:59,00:18:59,00:18:59
차영,혼자 양심선언했고요,00:19:02,00:19:02,00:19:02
차영,이런 상황이 행복해요?,00:19:04,00:19:04,00:19:04
선호,"예, 가치 있는 일을 했다고 생각하니까요",00:19:06,00:19:06,00:19:06
설명,[차영의 놀라는 신음],00:19:08,00:19:08,00:19:08
선호,이 혈기 좀 봐,00:19:09,00:19:09,00:19:09
차영,근데,00:19:12,00:19:12,00:19:12
차영,바벨제약이 소송해도 감당할 수 있으려나?,00:19:15,00:19:15,00:19:15
차영,예?,00:19:19,00:19:19,00:19:19
차영,지금 바벨제약 엄청 화났어요,00:19:19,00:19:19,00:19:19
차영,선호 씨 인생 박살 내라고 오더 내려왔다고요,00:19:22,00:19:22,00:19:22
차영,선호 씨가 죽든 살든 아무도 관심 없어요,00:19:29,00:19:29,00:19:29
차영,왜? 남의 눈물은 짜지가 않거든,00:19:34,00:19:34,00:19:34
차영,"노 짠, 노 짠",00:19:36,00:19:36,00:19:36
차영,지금 이 순간 선호 씨 걱정하는 사람은 오직 나,00:19:39,00:19:39,00:19:39
차영,나 홍차영뿐이에요,00:19:43,00:19:43,00:19:43
차영,[반짝이는 효과음] '인생 한 방' 빼 봐요,00:19:47,00:19:47,00:19:47
설명,[선호의 한숨],00:19:50,00:19:50,00:19:50
설명,[차영이 흥얼거린다],00:19:52,00:19:52,00:19:52
차영,[흥미로운 음악] 어?,00:19:57,00:19:57,00:19:57
설명,[차영의 놀라는 신음],00:19:59,00:19:59,00:19:59
설명,[차영의 환호성],00:20:02,00:20:02,00:20:02
차영,"이게 얼마야, 이게?",00:20:05,00:20:05,00:20:05
설명,[흥미로운 음악],00:20:13,00:20:13,00:20:13
설명,[준우의 힘주는 신음],00:20:20,00:20:20,00:20:20
차영,"얼레레레레 아주 그냥 난리를 쳐, 난리",00:20:22,00:20:22,00:20:22
차영,어휴,00:20:25,00:20:25,00:20:25
설명,[차영의 한숨],00:20:30,00:20:30,00:20:30
설명,[준우가 살짝 웃는다],00:20:32,00:20:32,00:20:32
준우,"미안, 선배",00:20:34,00:20:34,00:20:34
차영,말 또 짧다,00:20:35,00:20:35,00:20:35
차영,시간이 촉박하면 택시를 탔어야지,00:20:36,00:20:36,00:20:36
준우,이 시간에 택시보다 저게 더 빠르고 무엇보다도,00:20:38,00:20:38,00:20:38
준우,'디스 이즈 시티 트렌드',00:20:41,00:20:41,00:20:41
차영,'시티 트렌드' 이전에 왜 늦었어,00:20:42,00:20:42,00:20:42
준우,"아, 윤인서 변호사가 갑자기",00:20:44,00:20:44,00:20:44
준우,"자료 카피 1,200장 시켜서",00:20:46,00:20:46,00:20:46
준우,인턴 장준우,00:20:49,00:20:49,00:20:49
준우,내가 제일 싫어하는 인간형이 뭐라 그랬지?,00:20:50,00:20:50,00:20:50
준우,[손가락을 딱 튀기며] 로봇 청소기 스타일,00:20:52,00:20:52,00:20:52
차영,"그래, 사람은 착하고 겁나 열심히 일하는데",00:20:54,00:20:54,00:20:54
차영,결과는 항상 2% 부족한 인간,00:20:56,00:20:56,00:20:56
준우,"오, 부족해도 나 꽤 괜찮은 후배죠?",00:21:00,00:21:00,00:21:00
준우,러블리한 후배?,00:21:03,00:21:03,00:21:03
준우,맨날 같은 색 넥타이만 안 매면,00:21:05,00:21:05,00:21:05
준우,사랑해 줄지 말지 고민해 볼게,00:21:07,00:21:07,00:21:07
준우,어? 스티브 잡스는 맨날 똑같은 터틀넥 입었는데?,00:21:09,00:21:09,00:21:09
차영,난 고집보다 센스 있는 남자가 더 좋아,00:21:12,00:21:12,00:21:12
차영,[영어] 알았어?,00:21:14,00:21:14,00:21:14
차영,알았어요,00:21:15,00:21:15,00:21:15
설명,[의미심장한 음악],00:21:16,00:21:16,00:21:16
설명,[영상 속 박사가 영어로 말한다],00:21:21,00:21:21,00:21:21
차영,[한국어] 투약 실험 부작용에 의한 사망이라는 건,00:21:43,00:21:43,00:21:43
차영,여전히 억지에 불과하며,00:21:46,00:21:46,00:21:46
차영,원고는 불확실한 증거들로 여론전만 벌이고 있습니다,00:21:47,00:21:47,00:21:47
차영,"어, 사망자 모두 급성 심근 경색이라는 사인이 동일하며",00:21:50,00:21:50,00:21:50
차영,기저 질환이 없었습니다,00:21:53,00:21:53,00:21:53
차영,사망자 김 모 양 부정맥,00:21:54,00:21:54,00:21:54
차영,이 모 씨는 폐부종 정 모 씨는 저혈압이 있었습니다,00:21:56,00:21:56,00:21:56
유찬,피고 측 주장은 사망자 과거 의료 기록에서,00:21:59,00:21:59,00:21:59
유찬,억지로 뽑아낸 질환들입니다,00:22:02,00:22:02,00:22:02
유찬,출동한 119 구급대원들도,00:22:03,00:22:03,00:22:03
유찬,전형적인 약물 쇼크 증상이라고 증언했습니다,00:22:05,00:22:05,00:22:05
차영,119 구급대원들은 전문의가 아닙니다,00:22:07,00:22:07,00:22:07
차영,표면적인 증상만을 말한 겁니다,00:22:10,00:22:10,00:22:10
유찬,재판장님,00:22:12,00:22:12,00:22:12
유찬,피실험자 중 한 명이 증언한 녹취록입니다,00:22:13,00:22:13,00:22:13
유찬,바벨제약은 다른 피실험자들을 입막음하기 위해,00:22:17,00:22:17,00:22:17
유찬,가짜 증언을 강요했습니다,00:22:20,00:22:20,00:22:20
유찬,이 녹취록에 그 사실이 모두 담겨…,00:22:22,00:22:22,00:22:22
차영,재판장님,00:22:22,00:22:22,00:22:22
차영,그 녹취록의 주인공 이선호 씨는,00:22:25,00:22:25,00:22:25
차영,한 시간 전 위증 혐의로 경찰에 자수했습니다 [긴장되는 음악],00:22:27,00:22:27,00:22:27
설명,[웃음],00:22:29,00:22:29,00:22:29
차영,취조 기록을 제출합니다,00:22:31,00:22:31,00:22:31
차영,증인은 위증을 하고 원고 측 대리인을 통해,00:22:36,00:22:36,00:22:36
차영,바벨제약에게 금품을 요구하려고 계획했으나,00:22:39,00:22:39,00:22:39
차영,양심의 가책을 느끼고,00:22:42,00:22:42,00:22:42
차영,자수를 결심했다고 말했습니다,00:22:43,00:22:43,00:22:43
유찬,재판장님,00:22:45,00:22:45,00:22:45
유찬,증인의 일방적인 주장입니다,00:22:48,00:22:48,00:22:48
유찬,위증이 확정되지 않았으므로 증언의 효력은 유지돼야 합니다,00:22:49,00:22:49,00:22:49
판사1,"뭐, 증인의 위증죄에 대한 처벌 여부가 정해지면",00:22:53,00:22:53,00:22:53
판사1,그때 인정하도록 하겠습니다,00:22:56,00:22:56,00:22:56
판사1,다음 기일은 일주일 후 이 법정에서 진행하겠습니다,00:22:58,00:22:58,00:22:58
판사1,"이상, 마치겠습니다",00:23:04,00:23:04,00:23:04
설명,[한숨],00:23:10,00:23:10,00:23:10
판사1,아유,00:23:13,00:23:13,00:23:13
유찬,담배나 하나 주고 가,00:23:15,00:23:15,00:23:15
유찬,저 2년 전에 끊었어요,00:23:17,00:23:17,00:23:17
유찬,"그냥 가, 그럼",00:23:18,00:23:18,00:23:18
유찬,웬만하면 재판 날 머리는 좀 감고 나오시죠,00:23:21,00:23:21,00:23:21
유찬,"쓸데없는 소리 하지 말고, 그냥 가",00:23:26,00:23:26,00:23:26
차영,전부 다 합의 보고 잘 끝날 수 있었어요,00:23:30,00:23:30,00:23:30
차영,근데 확실히 책임도 못 지실 거 이렇게 들쑤셔 놓으면 어떡해요!,00:23:32,00:23:32,00:23:32
차영,들쑤셔?,00:23:37,00:23:37,00:23:37
차영,그게 아버지한테 할 소리야?,00:23:40,00:23:40,00:23:40
차영,저 아버지 딸 아니라면서요?,00:23:42,00:23:42,00:23:42
차영,하긴 뭐,00:23:44,00:23:44,00:23:44
차영,돈으로 증인이나 매수하는 변호사는 내 딸 아니지,00:23:45,00:23:45,00:23:45
차영,그렇게 딸한테 막말하시면 마음에 평화가 찾아오세요?,00:23:48,00:23:48,00:23:48
차영,너나 바벨이나 막말 들어도 싸,00:23:51,00:23:51,00:23:51
차영,순 마피아 같은 것들,00:23:52,00:23:52,00:23:52
차영,힘없는 사람들 가슴에 대못 박는 게,00:23:56,00:23:56,00:23:56
유찬,뭐가 그렇게 떳떳해,00:23:58,00:23:58,00:23:58
설명,[한숨],00:24:00,00:24:00,00:24:00
차영,아버지,00:24:03,00:24:03,00:24:03
차영,아버지 이제 그만하시면 안 돼요?,00:24:05,00:24:05,00:24:05
차영,[잔잔한 음악] 저 아무리 아버지가 딸 취급 안 해도요,00:24:08,00:24:08,00:24:08
차영,저 아버지 걱정 진짜 많이 해요,00:24:11,00:24:11,00:24:11
차영,혹시나 건강 나빠지시면 어떡하나,00:24:14,00:24:14,00:24:14
차영,마음에 상처 입으시면 어떡하나,00:24:16,00:24:16,00:24:16
차영,아버지,00:24:20,00:24:20,00:24:20
차영,아버지 그만두시면,00:24:21,00:24:21,00:24:21
차영,저 아버지 도울게요,00:24:24,00:24:24,00:24:24
차영,이런 말 지금 드리기 쑥스럽지만,00:24:26,00:24:26,00:24:26
차영,저도 나이 먹으니까,00:24:29,00:24:29,00:24:29
차영,가족이 제일 중하더라고요,00:24:31,00:24:31,00:24:31
설명,[당황한 숨소리],00:24:33,00:24:33,00:24:33
설명,[한숨],00:24:35,00:24:35,00:24:35
차영,차영아,00:24:39,00:24:39,00:24:39
차영,"네, 아버지",00:24:39,00:24:39,00:24:39
차영,변호사 때려치우고,00:24:41,00:24:41,00:24:41
차영,배우 해 보는 게 어떻겠니?,00:24:43,00:24:43,00:24:43
설명,[익살스러운 효과음],00:24:44,00:24:44,00:24:44
유찬,적어도 남의 인생 망칠 일은 없을 테니까,00:24:46,00:24:46,00:24:46
설명,[흥미로운 음악],00:24:48,00:24:48,00:24:48
유찬,아버지는 저 못 이겨요!,00:24:52,00:24:52,00:24:52
유찬,누가 이길지는 끝까지 가 봐야지,00:24:54,00:24:54,00:24:54
유찬,그리고 이제 말뿐이 아니라,00:24:57,00:24:57,00:24:57
유찬,진짜로 너랑 인연 끊어야겠다,00:24:58,00:24:58,00:24:58
유찬,어떻게 끊으실 건데요?,00:25:00,00:25:00,00:25:00
유찬,"좋은 방법이 있겠지, 뭐",00:25:02,00:25:02,00:25:02
유찬,그럼,00:25:04,00:25:04,00:25:04
설명,[흥미진진한 음악],00:25:06,00:25:06,00:25:06
경찰,"저, 실례합니다",00:25:18,00:25:18,00:25:18
경찰,잠시 검문 있겠습니다,00:25:20,00:25:20,00:25:20
경찰,신분증 좀 보여 주시겠습니까?,00:25:28,00:25:28,00:25:28
설명,[한숨],00:25:30,00:25:30,00:25:30
경찰,"""이름: 빈센조 국적: 이탈리아""",00:25:37,00:25:37,00:25:37
경찰,어?,00:25:39,00:25:39,00:25:39
경찰,"아, 어휴",00:25:41,00:25:41,00:25:41
경찰,"아, 이, 이탈리아 교포시구나",00:25:43,00:25:43,00:25:43
경찰,"어유, 죄송합니다",00:25:46,00:25:46,00:25:46
경찰,"아유, 죄송합니다, 씁",00:25:47,00:25:47,00:25:47
경찰,"아, 이거 몽타주 용의자는 한국 사람이라서요",00:25:49,00:25:49,00:25:49
설명,[경찰의 멋쩍은 웃음],00:25:53,00:25:53,00:25:53
경찰,"아, 죄송합니다",00:25:54,00:25:54,00:25:54
경찰,"이야, 이름이 멋지네요",00:25:55,00:25:55,00:25:55
경찰,빈센조 씨?,00:25:59,00:25:59,00:25:59
경찰,"아유, 그럼 어디 조씨세요?",00:26:01,00:26:01,00:26:01
설명,[익살스러운 효과음] [경찰의 웃음],00:26:03,00:26:03,00:26:03
설명,[흥미로운 음악],00:26:08,00:26:08,00:26:08
경찰,여권 돌려주시죠,00:26:11,00:26:11,00:26:11
경찰,"예, 아, 예",00:26:12,00:26:12,00:26:12
빈센조,"예, 조 사장님",00:26:19,00:26:19,00:26:19
빈센조,"예, 잘 도착했습니다",00:26:20,00:26:20,00:26:20
빈센조,"아, 예",00:26:23,00:26:23,00:26:23
빈센조,그럼 일단 거기서 뵙죠,00:26:25,00:26:25,00:26:25
빈센조,한 시간 반 정도 걸릴 것 같습니다,00:26:27,00:26:27,00:26:27
빈센조,예,00:26:30,00:26:30,00:26:30
기사,"에이, 도착했는데 예약을 취소하면 어떡해",00:26:32,00:26:32,00:26:32
기사,"아, 저기, 손님",00:26:36,00:26:36,00:26:36
기사,혹시 택시 잡으러 가세요?,00:26:38,00:26:38,00:26:38
기사,예 [기사의 반가운 숨소리],00:26:40,00:26:40,00:26:40
기사,저 리무진 택시입니다,00:26:42,00:26:42,00:26:42
기사,근데 예약이 취소돼 가지고 지금 빈 차인데,00:26:44,00:26:44,00:26:44
기사,혹시 어디까지 가세요?,00:26:47,00:26:47,00:26:47
기사,서울 금가동요,00:26:50,00:26:50,00:26:50
기사,"아, 그래요?",00:26:50,00:26:50,00:26:50
기사,그러면 제가 편히 모시겠습니다,00:26:52,00:26:52,00:26:52
빈센조,"아, 괜찮습니다",00:26:54,00:26:54,00:26:54
기사,저도 괜찮습니다,00:26:54,00:26:54,00:26:54
기사,"일단 타세요, 자",00:26:56,00:26:56,00:26:56
기사,"아유, 얼굴도 잘생기셨네",00:27:00,00:27:00,00:27:00
기사,"어떻게, 여행은 즐거우셨습니까?",00:27:20,00:27:20,00:27:20
기사,혹시 어느 나라 다녀오셨어요?,00:27:23,00:27:23,00:27:23
기사,조용히 가고 싶은데요,00:27:25,00:27:25,00:27:25
기사,"아유, 예, 죄송합니다",00:27:26,00:27:26,00:27:26
설명,[밝은 음악이 흘러나온다],00:27:29,00:27:29,00:27:29
기사,[한숨 쉬며] 그냥 뉴스 틀어 주세요,00:27:34,00:27:34,00:27:34
기사,"아, 아이고, 예, 예",00:27:36,00:27:36,00:27:36
라디오 속 앵커,경찰에 붙잡혔습니다,00:27:39,00:27:39,00:27:39
라디오 속 앵커,해경은 서해안 각 어촌 지역 어업…,00:27:41,00:27:41,00:27:41
빈센조,한 달 안에 모든 걸 끝내야 해,00:27:43,00:27:43,00:27:43
빈센조,[의미심장한 음악] 그리고 바로 몰타로 가는 거야,00:27:46,00:27:46,00:27:46
라디오 속 앵커,최근 외국인을 상대로 한,00:27:49,00:27:49,00:27:49
라디오 속 앵커,공항 범죄가 잇달아 발생하고 있습니다,00:27:51,00:27:51,00:27:51
라디오 속 앵커,경찰에 따르면 공항 주변에서 택시 기사를 가장해,00:27:53,00:27:53,00:27:53
라디오 속 앵커,손님에게 수면제가 든 음료를 먹이고…,00:27:57,00:27:57,00:27:57
라디오 속 앵커,"[라디오 속 앵커가 계속 말한다] 아유, 이런 글로벌한 잡놈의 새끼들",00:28:00,00:28:00,00:28:00
기사,"봉준호 감독님이랑 BTS가 국위 선양 하면 뭐 하냐고요, 예?",00:28:02,00:28:02,00:28:02
기사,이런 놈들이 한국 망신 다 시키는데,00:28:06,00:28:06,00:28:06
기사,"안 그렇습니까, 손님?",00:28:10,00:28:10,00:28:10
라디오 속 앵커,피해자의 신고 내용을 토대로…,00:28:12,00:28:12,00:28:12
빈센조,한 달 후 난 몰타 슬렌디 베이에서,00:28:13,00:28:13,00:28:13
빈센조,차가운 맥주를,00:28:18,00:28:18,00:28:18
빈센조,마시고 있겠지…,00:28:21,00:28:21,00:28:21
설명,[드르렁거리는 효과음],00:28:26,00:28:26,00:28:26
빈센조,기내식이 많이 짰었나 보네,00:28:27,00:28:27,00:28:27
빈센조,물을 벌컥벌컥 잘 드시는 걸 보니,00:28:28,00:28:28,00:28:28
설명,[기사의 웃음],00:28:30,00:28:30,00:28:30
