actor,script,start_time,end_time,duration
빈센조,"팀장, 부팀장? 맞지? [부팀장의 의아한 신음]",00:04:17,00:04:17,00:04:17
부장,누구?,00:04:20,00:04:20,00:04:20
부장,[의미심장한 음악] 산재 원인을 팀원들 잘못으로 돌린 것도 너희들 맞지?,00:04:21,00:04:21,00:04:21
부장,BLSD 유출은 정화 시스템 부실 때문인데 말이야,00:04:24,00:04:24,00:04:24
부장,"뭔 소리를 하는 거야, 지금?",00:04:27,00:04:27,00:04:27
설명,[부장의 헛웃음],00:04:28,00:04:28,00:04:28
부장,[빈센조가 숨을 들이켠다] 기자야?,00:04:29,00:04:29,00:04:29
설명,[빈센조의 한숨],00:04:31,00:04:31,00:04:31
팀장,"부장님, 아는 사람이에요?",00:04:33,00:04:33,00:04:33
설명,[부장이 구시렁거린다],00:04:34,00:04:34,00:04:34
팀장,너희들 좀 맞자,00:04:36,00:04:36,00:04:36
부팀장,근데 이 새끼가 진짜,00:04:37,00:04:37,00:04:37
설명,[사람들의 놀란 신음] [강렬한 음악],00:04:38,00:04:38,00:04:38
팀장,"야, 이 자식이!",00:04:43,00:04:43,00:04:43
설명,[팀장의 힘겨운 신음],00:04:45,00:04:45,00:04:45
직원,"당신 뭐야, 진짜, 아유",00:04:46,00:04:46,00:04:46
설명,[직원의 힘겨운 신음],00:04:48,00:04:48,00:04:48
직원,잘못했어요,00:04:53,00:04:53,00:04:53
설명,[직원의 아파하는 신음],00:04:54,00:04:54,00:04:54
설명,[힘주는 신음],00:04:58,00:04:58,00:04:58
설명,[퍽 소리가 난다] [숨을 후 내뱉는다],00:05:05,00:05:05,00:05:05
명희,원고 측 대리인의 일원이고 폭행 가해자입니다,00:05:09,00:05:09,00:05:09
명희,증인 채택 반대합니다 [의미심장한 음악],00:05:12,00:05:12,00:05:12
명희,바벨화학은 설치비 문제로,00:05:14,00:05:14,00:05:14
빈센조,치명적 물질인 BLSD의 정화 시설을 제대로 갖추지 않았습니다,00:05:16,00:05:16,00:05:16
빈센조,이 때문에 연구원들이 BLSD에 노출된 겁니다,00:05:20,00:05:20,00:05:20
명희,재판장님,00:05:23,00:05:23,00:05:23
빈센조,하지만 사측은,00:05:24,00:05:24,00:05:24
빈센조,연구원 개개인의 건강상의 문제라며 사실을 왜곡했습니다,00:05:26,00:05:26,00:05:26
허 판사,진술 허락 안 했어요,00:05:30,00:05:30,00:05:30
허 판사,"그, 선서도 안 하고 지금 뭐 하시는 거예요?",00:05:32,00:05:32,00:05:32
빈센조,판사님,00:05:34,00:05:34,00:05:34
빈센조,결정적인 증거를 제시합니다,00:05:37,00:05:37,00:05:37
설명,[사람들이 술렁인다],00:05:40,00:05:40,00:05:40
허 판사,뭐예요?,00:05:41,00:05:41,00:05:41
빈센조,제가 폭행한 바벨화학 연구 개발 부장의 핸드폰입니다,00:05:42,00:05:42,00:05:42
빈센조,이 안의 문자 메시지를 보면,00:05:48,00:05:48,00:05:48
빈센조,쯧,00:05:50,00:05:50,00:05:50
빈센조,[흥미로운 음악] 사건을 은폐하고,00:05:52,00:05:52,00:05:52
빈센조,피해자들을 협박한,00:05:56,00:05:56,00:05:56
빈센조,명확한 증거들이 있습니다,00:05:59,00:05:59,00:05:59
설명,[사람들의 겁먹은 신음],00:06:01,00:06:01,00:06:01
설명,[빈센조의 탄성] [사람들의 질색하는 신음],00:06:06,00:06:06,00:06:06
설명,[탄성],00:06:09,00:06:09,00:06:09
부팀장,"뭐야, 이게",00:06:10,00:06:10,00:06:10
설명,[직원의 아파하는 신음],00:06:12,00:06:12,00:06:12
부팀장,고개 들어,00:06:14,00:06:14,00:06:14
경찰1,그만!,00:06:15,00:06:15,00:06:15
경찰2,"그만하세요, 그만하세요",00:06:16,00:06:16,00:06:16
팀장,"아, 경찰 아저씨",00:06:17,00:06:17,00:06:17
설명,[의미심장한 음악],00:06:18,00:06:18,00:06:18
경찰1,당신이 때린 겁니까?,00:06:19,00:06:19,00:06:19
경찰1,제가 때렸습니다,00:06:20,00:06:20,00:06:20
설명,[빈센조의 아파하는 신음],00:06:25,00:06:25,00:06:25
설명,[흥미진진한 음악],00:06:26,00:06:26,00:06:26
설명,[빈센조의 아파하는 신음],00:06:32,00:06:32,00:06:32
설명,[주성의 힘겨운 신음],00:06:34,00:06:34,00:06:34
주성,"아휴, 아이고, 아이고",00:06:36,00:06:36,00:06:36
설명,[의미심장한 효과음],00:06:37,00:06:37,00:06:37
주성,"아, 아휴, 너무, 너무 놀랐어",00:06:38,00:06:38,00:06:38
설명,[힘겨운 신음],00:06:42,00:06:42,00:06:42
빈센조,소동이 끝난 후,00:06:46,00:06:46,00:06:46
빈센조,바벨화학 직원 한 명의 핸드폰을 주웠습니다,00:06:48,00:06:48,00:06:48
빈센조,그리고 핸드폰 주인을 확인하는 과정에서,00:06:51,00:06:51,00:06:51
빈센조,아주 우연히 메시지 내용을 봤고,00:06:53,00:06:53,00:06:53
빈센조,이를 저희 쪽에 공익 제보 차원에서 제공한 겁니다,00:06:57,00:06:57,00:06:57
설명,[준우의 헛웃음],00:07:00,00:07:00,00:07:00
명희,공범과 모의하여,00:07:02,00:07:02,00:07:02
명희,메시지 내용을 불법적으로 확인했을 가능성이 있습니다,00:07:04,00:07:04,00:07:04
차영,증인에게 상세한 정황을 확인해 보면 됩니다,00:07:07,00:07:07,00:07:07
설명,[의미심장한 음악],00:07:10,00:07:10,00:07:10
설명,[차영의 힘주는 신음],00:07:14,00:07:14,00:07:14
설명,[차영이 살짝 웃는다],00:07:15,00:07:15,00:07:15
차영,결정적 증거 제출합니다,00:07:17,00:07:17,00:07:17
설명,[준우의 헛기침],00:07:20,00:07:20,00:07:20
설명,[어색한 웃음],00:07:28,00:07:28,00:07:28
설명,[승혁이 속삭인다],00:07:29,00:07:29,00:07:29
허 판사,"거참, 흠",00:07:32,00:07:32,00:07:32
빈센조,"아, 판사님",00:07:35,00:07:35,00:07:35
빈센조,"아, 구급차 한 대를 불러 주시기 바랍니다",00:07:38,00:07:38,00:07:38
허 판사,네? [사람들이 웅성거린다],00:07:40,00:07:40,00:07:40
빈센조,재판이 끝나자마자,00:07:41,00:07:41,00:07:41
빈센조,증인 길종문 원장을 죽도록 팰 예정입니다,00:07:43,00:07:43,00:07:43
길 원장,저…,00:07:47,00:07:47,00:07:47
설명,[헛웃음],00:07:48,00:07:48,00:07:48
허 판사,한 번만 더 협박성 발언을 하시면 [명희의 한숨],00:07:49,00:07:49,00:07:49
허 판사,퇴정 조치시킬 거예요,00:07:53,00:07:53,00:07:53
빈센조,길종문 원장은,00:07:56,00:07:56,00:07:56
빈센조,피해자들에게 발병 원인을 엉뚱하게 설명했습니다,00:07:57,00:07:57,00:07:57
빈센조,BLSD와 혈액암의 상관관계를 뻔히 알면서도 말입니다,00:08:00,00:08:00,00:08:00
명희,"재판장님, 지금 [길 원장의 어색한 웃음]",00:08:04,00:08:04,00:08:04
명희,증인 빈센 조까사노 씨께서는,00:08:06,00:08:06,00:08:06
명희,의학적 지식 없이,00:08:10,00:08:10,00:08:10
명희,길종문 원장의 명예를 아주 심각하게 훼손하고 있습니다,00:08:12,00:08:12,00:08:12
명희,인정합니다,00:08:16,00:08:16,00:08:16
허 판사,"전문가 의견만 수렴하도록 하겠습니다, 예",00:08:18,00:08:18,00:08:18
차영,그래서,00:08:22,00:08:22,00:08:22
승혁,"쟤 또 저런다, 쟤",00:08:22,00:08:22,00:08:22
차영,의학 자문의를 재정 증인으로 요청합니다,00:08:24,00:08:24,00:08:24
설명,[의미심장한 음악] [사람들이 술렁인다],00:08:27,00:08:27,00:08:27
차영,또 있어요?,00:08:28,00:08:28,00:08:28
차영,재정 증인이요?,00:08:29,00:08:29,00:08:29
차영,"증인, 들어와 주시죠",00:08:31,00:08:31,00:08:31
설명,[무거운 효과음],00:08:41,00:08:41,00:08:41
길 원장,여보,00:08:45,00:08:45,00:08:45
승혁,여보예요?,00:08:45,00:08:45,00:08:45
설명,[의미심장한 음악] [사람들이 술렁인다],00:08:47,00:08:47,00:08:47
설명,[명희의 당황한 신음],00:08:48,00:08:48,00:08:48
길 원장,여기 왜…,00:08:55,00:08:55,00:08:55
승혁,여보세요,00:08:57,00:08:57,00:08:57
승혁,"여, 여보세요?",00:08:58,00:08:58,00:08:58
차영,원고 측 의학 자문의,00:09:11,00:09:11,00:09:11
차영,성원대학병원 소아암 센터장이자,00:09:13,00:09:13,00:09:13
차영,성인 백혈병 최고 권위자,00:09:15,00:09:15,00:09:15
차영,김여원 교수입니다,00:09:18,00:09:18,00:09:18
명희,"아, 재판장님",00:09:19,00:09:19,00:09:19
명희,이 재정 증인 신청 또한 절대적으로 거부합니다,00:09:21,00:09:21,00:09:21
차영,자문의는 피고 측 증인의 위증을 입증할,00:09:24,00:09:24,00:09:24
차영,중요한 단서를 가지고 있습니다,00:09:28,00:09:28,00:09:28
차영,자문…,00:09:34,00:09:34,00:09:34
차영,인정합니다,00:09:41,00:09:41,00:09:41
설명,[손가락을 딱 튀긴다],00:09:42,00:09:42,00:09:42
길 원장,여보!,00:09:47,00:09:47,00:09:47
허 판사,피고 측 증인 나가 계세요!,00:09:48,00:09:48,00:09:48
설명,[길 원장의 당황한 신음],00:09:50,00:09:50,00:09:50
길 원장,"당신 갑자기 왜 이래, 어?",00:09:52,00:09:52,00:09:52
길 원장,"아, 여보!",00:09:54,00:09:54,00:09:54
길 원장,"아유, 아니, 좀 놔 봐, 네?",00:09:55,00:09:55,00:09:55
길 원장,"아, 여보!",00:09:56,00:09:56,00:09:56
경위1,나오세요,00:09:56,00:09:56,00:09:56
설명,[문이 달칵 열린다],00:09:56,00:09:56,00:09:56
경위1,여보…,00:09:58,00:09:58,00:09:58
경위1,"증인, 선서하세요 [문이 탁 닫힌다]",00:10:00,00:10:00,00:10:00
경위1,선서,00:10:06,00:10:06,00:10:06
경위1,[흥미로운 음악] 적의 적을 친구로 만든다,00:10:07,00:10:07,00:10:07
차영,우리의 적이자 핵심 증인인,00:10:12,00:10:12,00:10:12
차영,길종문 원장의 적 [빈센조의 음미하는 신음],00:10:14,00:10:14,00:10:14
차영,누구로 하면 좋을까?,00:10:18,00:10:18,00:10:18
차영,병원 부하 직원들? 또는 의사들?,00:10:19,00:10:19,00:10:19
차영,"그들은 생존이 걸린 문제라 쉽지 않을 거예요, 설득이",00:10:22,00:10:22,00:10:22
차영,병원이 아니면 적당한 적을 만들 만한 곳이 없는데요?,00:10:25,00:10:25,00:10:25
빈센조,있긴 있어요,00:10:27,00:10:27,00:10:27
빈센조,가장 친밀한 적,00:10:29,00:10:29,00:10:29
빈센조,비밀을 공유하는 적,00:10:31,00:10:31,00:10:31
빈센조,돌아서면 걷잡을 수 없는 적,00:10:34,00:10:34,00:10:34
설명,[의아한 신음],00:10:37,00:10:37,00:10:37
희수,"아유, 딱 들으면 몰라요?",00:10:38,00:10:38,00:10:38
희수,"돌아서면 남, 원숫덩어리",00:10:41,00:10:41,00:10:41
설명,[웃음],00:10:47,00:10:47,00:10:47
빈센조,길종문 원장의 뒤를 캐 봐요,00:10:48,00:10:48,00:10:48
설명,[우아한 음악이 흘러나온다],00:10:53,00:10:53,00:10:53
빈센조,누군가 이런 말을 했습니다,00:11:03,00:11:03,00:11:03
빈센조,그림과 전쟁은 멀리서 보라고요,00:11:08,00:11:08,00:11:08
빈센조,조금만 뒤로 오시면 그림이 더 잘 보일 겁니다,00:11:15,00:11:15,00:11:15
설명,[흥미로운 음악],00:11:27,00:11:27,00:11:27
빈센조,들라크루아는 자유의 여신이 들고 있는,00:11:37,00:11:37,00:11:37
빈센조,"자유, 평등, 박애, 삼색기를 세 곳에 배치했죠",00:11:40,00:11:40,00:11:40
빈센조,하나는 여신이 들고 있고,00:11:44,00:11:44,00:11:44
빈센조,하나는 저 남자의 붉은 허리띠,00:11:47,00:11:47,00:11:47
빈센조,흰 속옷,00:11:49,00:11:49,00:11:49
빈센조,푸른 셔츠,00:11:51,00:11:51,00:11:51
빈센조,그리고 나머지 하나는,00:11:53,00:11:53,00:11:53
빈센조,저 멀리 노트르담 사원 꼭대기에 있죠,00:11:55,00:11:55,00:11:55
빈센조,저 여인의 옷도,00:11:59,00:11:59,00:11:59
여원,단순한 프랑스 의복은 아니네요,00:12:00,00:12:00,00:12:00
여원,그리스 여인 복식이죠,00:12:08,00:12:08,00:12:08
여원,그래서 신화 속에 나오는 자유의 여신,00:12:10,00:12:10,00:12:10
여원,리베르타스를 상징하기도 하고요,00:12:13,00:12:13,00:12:13
여원,저 여신은 마치,00:12:20,00:12:20,00:12:20
빈센조,병원 이사회의 반대를 무릅쓰고 소아암 센터를 추진하신,00:12:22,00:12:22,00:12:22
빈센조,교수님과 같은 느낌이네요,00:12:27,00:12:27,00:12:27
빈센조,저를 아시나요?,00:12:33,00:12:33,00:12:33
빈센조,"뵙게 되어 영광입니다, 교수님",00:12:36,00:12:36,00:12:36
빈센조,전 빈센조 까사노 변호사라고 합니다,00:12:39,00:12:39,00:12:39
설명,[의미심장한 음악],00:12:41,00:12:41,00:12:41
설명,[여원의 한숨],00:12:44,00:12:44,00:12:44
빈센조,여자관계랑,00:13:03,00:13:03,00:13:03
여원,몰래 이혼 소송 준비하는 거까지,00:13:05,00:13:05,00:13:05
여원,모두 알고 있었어요,00:13:06,00:13:06,00:13:06
여원,그런데,00:13:08,00:13:08,00:13:08
여원,재산을 이렇게까지 빼돌렸는 줄은 몰랐네요,00:13:11,00:13:11,00:13:11
여원,"뭐, 다른 것보다도",00:13:14,00:13:14,00:13:14
여원,교수님의 지성을 무시한 점이 저도 무척 화가 납니다,00:13:16,00:13:16,00:13:16
여원,나한테 바라는 게 뭐죠?,00:13:20,00:13:20,00:13:20
설명,[잔을 탁 내려놓는다],00:13:23,00:13:23,00:13:23
여원,저희 쪽 의학 자문과,00:13:27,00:13:27,00:13:27
여원,길 원장에 대한 반대 증인이 돼 주십시오,00:13:28,00:13:28,00:13:28
여원,남편 비밀 폭로에 대한 대가치고는,00:13:32,00:13:32,00:13:32
여원,좀 과한데요?,00:13:35,00:13:35,00:13:35
여원,"아니요, 과하지 않습니다",00:13:36,00:13:36,00:13:36
빈센조,저희 로펌에서 교수님의 이혼 소송을 전담할 거고,00:13:38,00:13:38,00:13:38
빈센조,길 원장의 전 재산을 교수님께 가게 할 거니까요,00:13:41,00:13:41,00:13:41
빈센조,조건이 하나 더 있어요,00:13:57,00:13:57,00:13:57
빈센조,말씀하시죠,00:13:59,00:13:59,00:13:59
여원,혹시 오페라도 좋아하나요?,00:14:00,00:14:00,00:14:00
설명,[웃음],00:14:03,00:14:03,00:14:03
여원,오페라는 제 삶의 가장 큰 안식처입니다,00:14:05,00:14:05,00:14:05
설명,[흥미로운 음악],00:14:11,00:14:11,00:14:11
설명,[잔을 탁 내려놓는다],00:14:12,00:14:12,00:14:12
여원,그럼 나랑 오페라 한 편 같이 봐요,00:14:14,00:14:14,00:14:14
여원,[이탈리아어] 아름답고 매혹적인 눈동자를 위해!,00:14:22,00:14:22,00:14:22
설명,[의미심장한 음악],00:14:26,00:14:26,00:14:26
여원,[한국어] UCLA 메디컬 센터 닥터 라모스와,00:14:28,00:14:28,00:14:28
여원,BLSD 관련 처방에 관해 의견을 나눈,00:14:31,00:14:31,00:14:31
여원,길종문 원장의 개인 메일 파일입니다,00:14:33,00:14:33,00:14:33
여원,메일에는 정화 시설 미비로 BLSD가 유출됐고,00:14:36,00:14:36,00:14:36
여원,이로 인해 연구원들에게 혈액암이 발병했으며,00:14:40,00:14:40,00:14:40
여원,이런 특수한 상황과 증상에 대해 상의하고 있습니다,00:14:43,00:14:43,00:14:43
명희,부부라도 상대방의 동의 없이 이메일을 열어 보는 것은,00:14:47,00:14:47,00:14:47
명희,정보통신망법 위반으로 이것은 위법적으로 수집된 증거입니다!,00:14:49,00:14:49,00:14:49
차영,이메일을 열어 본 게 아니라,00:14:52,00:14:52,00:14:52
차영,닥터 라모스가 보내 준 건데요?,00:14:53,00:14:53,00:14:53
설명,[차영의 장난스러운 신음],00:14:56,00:14:56,00:14:56
차영,뭐라? 뭐…,00:14:57,00:14:57,00:14:57
여원,"네, 닥터 라모스는 제 오랜 친구이고",00:14:58,00:14:58,00:14:58
여원,제 남편이 물어본 처방을 다시 저에게 물어본 겁니다,00:15:01,00:15:01,00:15:01
여원,그 과정에서 남편과의 메일 내용을,00:15:05,00:15:05,00:15:05
여원,저에게 보여 준 거고요,00:15:08,00:15:08,00:15:08
설명,[준우의 한숨],00:15:10,00:15:10,00:15:10
명희,"아, 아니, 그, 그러면",00:15:11,00:15:11,00:15:11
명희,그거를 왜 남편한테 얘기하지 않았습니까?,00:15:12,00:15:12,00:15:12
명희,못난 남편 기는 살려 줘야죠,00:15:16,00:15:16,00:15:16
여원,내 처방인 줄 알면 얼마나 자존심 상하겠어요,00:15:19,00:15:19,00:15:19
허 판사,"사실 여부와 의학적 그, 견해 교환을 위해서",00:15:23,00:15:23,00:15:23
허 판사,"그, 피고 측 증인…",00:15:29,00:15:29,00:15:29
허 판사,이름이 뭐지?,00:15:31,00:15:31,00:15:31
배석 판사,길종문입니다,00:15:32,00:15:32,00:15:32
배석 판사,"어, 길종문 증인을 불러서",00:15:33,00:15:33,00:15:33
허 판사,"다시 한번 확인해 보도록 하겠습니다, 예",00:15:36,00:15:36,00:15:36
길 원장,여보!,00:15:40,00:15:40,00:15:40
설명,[사람들이 술렁인다],00:15:43,00:15:43,00:15:43
길 원장,"증인석에 서세요, 예",00:15:48,00:15:48,00:15:48
길 원장,"보람이 엄마, 왜 그래, 왜?",00:15:51,00:15:51,00:15:51
설명,[흥미진진한 음악],00:16:00,00:16:00,00:16:00
길 원장,참,00:16:04,00:16:04,00:16:04
길 원장,여기,00:16:06,00:16:06,00:16:06
여원,보람이 엄마의 보너스,00:16:08,00:16:08,00:16:08
여원,남편 책상 서랍 구석에 있던 겁니다,00:16:12,00:16:12,00:16:12
여원,전 이게 순대에 찍어 먹는 소금인 줄 알았는데,00:16:16,00:16:16,00:16:16
여원,알아보니 필로폰이더군요,00:16:19,00:16:19,00:16:19
여원,의사란 인간이 참 간도 크지,00:16:21,00:16:21,00:16:21
차영,피고 측 증인의 마약 투약이 의심되는바,00:16:27,00:16:27,00:16:27
차영,증언의 신빙성을 인정하기 어렵습니다,00:16:30,00:16:30,00:16:30
설명,[길 원장이 상을 탁 친다],00:16:33,00:16:33,00:16:33
길 원장,내 거 아닙니다,00:16:35,00:16:35,00:16:35
길 원장,저거 내 거 아니에요!,00:16:36,00:16:36,00:16:36
길 원장,그럼 내 거겠니?,00:16:37,00:16:37,00:16:37
길 원장,이 약쟁이 자식아?,00:16:38,00:16:38,00:16:38
길 원장,뭐?,00:16:40,00:16:40,00:16:40
길 원장,저 인간 팔 좀 걷어 보죠,00:16:41,00:16:41,00:16:41
차영,길종문 씨는,00:16:43,00:16:43,00:16:43
차영,이우영 씨에게 필로폰을 주입했다는 혐의 또한 제기된 상태입니다,00:16:45,00:16:45,00:16:45
차영,병원에 있는 증인 이우영 씨의 무죄가 입증된다면,00:16:50,00:16:50,00:16:50
차영,이우영 씨의 증언의 효력 또한 인정되어야 할 것입니다,00:16:54,00:16:54,00:16:54
빈센조,그렇습니다,00:16:58,00:16:58,00:16:58
빈센조,"아, 마약은 같은 종류라도 제조하는 사람에 따라",00:16:59,00:16:59,00:16:59
빈센조,성분의 차이가 있습니다,00:17:03,00:17:03,00:17:03
명희,재판장님!,00:17:04,00:17:04,00:17:04
빈센조,길종문 원장 소유의 필로폰과,00:17:06,00:17:06,00:17:06
빈센조,이우영 씨 혈액에서 검출되는 필로폰을 정밀 분석 하면,00:17:08,00:17:08,00:17:08
빈센조,아마 동일할 겁니다,00:17:13,00:17:13,00:17:13
빈센조,"방청석에선 좀 저, 정숙하세요!",00:17:14,00:17:14,00:17:14
빈센조,네,00:17:17,00:17:17,00:17:17
설명,[길 원장이 씩씩거린다],00:17:18,00:17:18,00:17:18
길 원장,어디 감히 남편한테!,00:17:19,00:17:19,00:17:19
설명,[어이없는 웃음],00:17:21,00:17:21,00:17:21
길 원장,"야, 네가 잘나면 잘났지, 어?",00:17:22,00:17:22,00:17:22
길 원장,"한 집안의 가장이자 명석하고 냉철한, 응?",00:17:24,00:17:24,00:17:24
길 원장,머리를 가진 한 집안의 가장을 파멸을 시켜!,00:17:27,00:17:27,00:17:27
길 원장,증인!,00:17:30,00:17:30,00:17:30
허 판사,사건과 무관한 내용에 대해서는 발언하지 마세요,00:17:31,00:17:31,00:17:31
허 판사,정숙하고 자리로 돌아가세요,00:17:35,00:17:35,00:17:35
설명,[흥미진진한 음악],00:17:39,00:17:39,00:17:39
설명,[사람들이 술렁인다],00:17:40,00:17:40,00:17:40
길 원장,지금 뭐 하는 거야?,00:17:43,00:17:43,00:17:43
설명,[사람들이 술렁인다],00:17:45,00:17:45,00:17:45
여원,"그년이랑 꺼져, 이 새끼야",00:17:46,00:17:46,00:17:46
여원,그리고 너,00:17:47,00:17:47,00:17:47
여원,"이제 거지야, 이 거지새끼야",00:17:50,00:17:50,00:17:50
허 판사,신성한 법정에서 비속어나 욕설은 금지입니다,00:17:52,00:17:52,00:17:52
허 판사,"야, 아무리 그래도 그렇지, 어?",00:17:56,00:17:56,00:17:56
길 원장,"이 신성한 법정에서, 어?",00:17:58,00:17:58,00:17:58
길 원장,이렇게 집안 망신을 시켜!,00:18:00,00:18:00,00:18:00
설명,[마이크가 삐 울린다],00:18:02,00:18:02,00:18:02
길 원장,이왕 당하는 거 더 당해 볼래?,00:18:05,00:18:05,00:18:05
길 원장,뭘?,00:18:07,00:18:07,00:18:07
설명,[차영의 웃음] [사람들의 놀란 신음],00:18:09,00:18:09,00:18:09
설명,[길 원장의 아파하는 신음],00:18:10,00:18:10,00:18:10
설명,[길 원장이 퍽퍽 맞는다],00:18:12,00:18:12,00:18:12
설명,[한숨],00:18:13,00:18:13,00:18:13
설명,[여원의 힘주는 신음],00:18:15,00:18:15,00:18:15
설명,[여원의 성난 신음],00:18:17,00:18:17,00:18:17
길 원장,놔,00:18:17,00:18:17,00:18:17
경위2,진정하세요,00:18:17,00:18:17,00:18:17
여원,"놔, 너도 일로 와 [경위2의 아파하는 신음]",00:18:19,00:18:19,00:18:19
여원,일로 와!,00:18:21,00:18:21,00:18:21
여원,싸우지 마세요,00:18:29,00:18:29,00:18:29
허 판사,"에헤, 참",00:18:32,00:18:32,00:18:32
설명,[숨을 후 내뱉는다],00:18:41,00:18:41,00:18:41
한서,"[의미심장한 음악] 비, 빈순조, 빈…",00:18:44,00:18:44,00:18:44
한서,"빙신조, 빙신조",00:18:45,00:18:45,00:18:45
한서,"아하, 빙신조 저 사람 본 적 있습니다, 형님",00:18:48,00:18:48,00:18:48
한서,"그, 한 2주 전쯤인가? 저 운동하고 있는데",00:18:50,00:18:50,00:18:50
한서,갑자기 옆에 와 가지고,00:18:54,00:18:54,00:18:54
한서,막 뭐라고 뭐라고 이상한 소리 한참 하다 그냥 가더라고요,00:18:55,00:18:55,00:18:55
설명,[준우의 한숨],00:18:59,00:18:59,00:18:59
준우,그럼 이미 알고 있겠네,00:19:00,00:19:00,00:19:00
준우,네가 바보라는 거,00:19:02,00:19:02,00:19:02
설명,[의아한 신음],00:19:03,00:19:03,00:19:03
준우,저 일절 대꾸 안 했습니다,00:19:05,00:19:05,00:19:05
한서,그때도 느낌이 딱 안 좋더라고요 느낌이…,00:19:07,00:19:07,00:19:07
준우,됐고,00:19:09,00:19:09,00:19:09
준우,내일 기자들 불러서 기자 회견 해,00:19:10,00:19:10,00:19:10
준우,예? 기자 회견이요?,00:19:12,00:19:12,00:19:12
준우,모든 잘못 인정하고 BLSD 폐기한다고 해,00:19:13,00:19:13,00:19:13
준우,관련자들 모두 처벌하고,00:19:17,00:19:17,00:19:17
준우,산재 보상 해 준다고 하고,00:19:19,00:19:19,00:19:19
준우,마지막으로 90도 인사까지,00:19:22,00:19:22,00:19:22
